	titleId	directors	writers
120856	tt0123987	nm0902939	nm0069840,nm0549369,nm0505662,nm0280814
120871	tt0124006	nm0781230	nm0226328,nm0370460
120953	tt0124092	nm0507503	
120963	tt0124102	nm0682239	nm0811124
121031	tt0124179	nm0864812	nm0864812
121037	tt0124185	nm0012119	nm0012119
121038	tt0124186	nm0618391	nm0344726
121044	tt0124192	nm0377433	nm0228499,nm0377433
121049	tt0124198	nm0000916	nm0000916
121058	tt0124207	nm0161056	nm0161056
121080	tt0124229	nm0677235	nm0226863,nm0258209,nm0448748,nm0611100,nm0669960
121108	tt0124259		
121134	tt0124287	nm0390870	
121142	tt0124295	nm0601619	nm0601619
121145	tt0124298	nm0933505	nm0446210,nm0933505
121161	tt0124315	nm0002120	nm0410288
121182	tt0124337		
121227	tt0124386	nm0849895	nm0849895
121244	tt0124403	nm0516513	nm0085859,nm0516513
121248	tt0124407	nm0256178	nm0109424
121263	tt0124425	nm0803023	nm0397693
121278	tt0124441	nm0258007	nm0438243
121284	tt0124447	nm0258007	nm0193721
121293	tt0124456	nm0068871	nm0515251
121370	tt0124539	nm0685309	nm0603037,nm0685309
121379	tt0124549	nm0648508	nm0109424
121385	tt0124555	nm0923330	nm0694568
121386	tt0124556		
121388	tt0124559	nm0439051	
121423	tt0124595	nm0747849	nm0427136,nm0770241,nm0834338,nm0732430
121438	tt0124611	nm0010799	nm0010799,nm0193721,nm0791217
121445	tt0124618	nm0511107	
121468	tt0124641	nm0134536	nm2257040
121500	tt0124673	nm0011897	nm0500111
121513	tt0124686	nm0094217	
121534	tt0124707	nm0004372	nm0828081
121541	tt0124714	nm0257681	nm0257681
121545	tt0124718	nm0000490	nm0000490
121554	tt0124729	nm0595618	
121567	tt0124743	nm0665494	nm0483187,nm0647939,nm0665494
121579	tt0124755	nm0491508	nm0198576,nm0491508
121592	tt0124770	nm0651900	nm0411872
121640	tt0124819	nm0005295	nm0005295,nm0001778
121698	tt0124879	nm0425756	nm0425756,nm0410288
121728	tt0124910	nm0557345	nm0638586
121744	tt0124926	nm0458107	nm0726440
121834	tt0125022	nm0592400	nm0242743,nm0345488,nm0563397
121937	tt0125128	nm0280396	nm0280396
121953	tt0125144	nm0076075	nm0498080
121983	tt0125174	nm0060828	
121999	tt0125190	nm0547771	nm0193721
122015	tt0125209	nm0805935	nm0805935
122030	tt0125224	nm0258007	nm0119756,nm0193721
122055	tt0125249	nm0000776	nm0020885
122056	tt0125250	nm0496928	
122074	tt0125270	nm0345273	nm0132032
122083	tt0125279	nm0911075	nm0659401,nm0911075
122119	tt0125317	nm0258007	nm0031080
122174	tt0125373	nm0075520	nm0075520
122175	tt0125374	nm0035630,nm0824471	nm0035630
122210	tt0125412	nm0373698,nm0672060	
122228	tt0125430	nm0011467	nm1789530,nm0792581
122236	tt0125439	nm0585011	nm0193485
122256	tt0125459	nm0004192,nm0723551	nm0004192,nm0723551
122322	tt0125530	nm0172293	nm0000636,nm0822627
122326	tt0125534	nm0050487,nm0115185	nm0000636
122334	tt0125542	nm0857034	nm0000636
122335	tt0125543	nm0100959,nm1182662	nm0100959,nm0000636
122338	tt0125548	nm0853380	nm0000636,nm0395298
122340	tt0125551		
122353	tt0125564	nm0448682,nm0612348	nm0612348,nm0000636
122354	tt0125565	nm0756683	nm0000636
122357	tt0125568	nm0338719	nm1375974,nm0000636
122358	tt0125569	nm0796358	nm0000636
122403	tt0125616	nm0459791,nm0129574	nm3246536,nm4815228,nm4331958,nm1970926,nm8331649,nm8331586,nm8331650,nm2177907,nm8331587,nm8331651,nm1115263,nm8331652,nm0003162,nm8331588
122416	tt0125630		
122445	tt0125659	nm0024622	nm0024622,nm0317834
122450	tt0125664	nm0001232	nm0018735,nm0438989
122457	tt0125672	nm0409741	nm0528580,nm0786342
122463	tt0125678	nm0780789	nm0394975,nm0531526,nm0918973
122465	tt0125680	nm0077820	nm0077820
122496	tt0125711	nm0349426	nm2255563,nm0349426,nm0668590
122546	tt0125764	nm0860920	nm0860920
122603	tt0125827		
122623	tt0125847	nm0134536	nm0134536
122642	tt0125866		
122655	tt0125879	nm0000808	nm0000808
122724	tt0125950	nm0935375	nm0727162
122744	tt0125971	nm0180912	nm0268380,nm0180912,nm0125803
122778	tt0126007	nm0260368	nm0260368,nm0315655
122867	tt0126100	nm0789054	nm0362762,nm0925682
122952	tt0126196	nm0561922	nm0561922
122974	tt0126220	nm0313623	nm0790615,nm0313623
122993	tt0126240	nm0304091	nm0138872,nm0304091
123002	tt0126249	nm0644977	nm0644977
123013	tt0126261	nm0293533	nm0293533
123016	tt0126264	nm0439074	
123052	tt0126301	nm0939275	nm0298662,nm0521586
123068	tt0126321	nm0923675	nm0177541,nm0360177
123112	tt0126367	nm0926458	nm0292451,nm8845635
123131	tt0126388	nm0003423	nm0504802,nm0000241,nm0607286
123155	tt0126414	nm0352927	
123164	tt0126423	nm0639932	nm0639932
123229	tt0126490	nm0032540	nm0032540
123266	tt0126528	nm0035630	nm0035630,nm0824471
123289	tt0126551	nm0094217	
123341	tt0126604	nm0000691	nm0000691
123358	tt0126627	nm0546006	nm0190860,nm0546006
123380	tt0126651	nm0819702	nm0260203
123406	tt0126680	nm0186610	nm0608669,nm0106622,nm0186610
123455	tt0126734	nm0350168	nm0049924,nm0350168,nm0587271
123528	tt0126810	nm0873266	nm0268138
123534	tt0126816	nm0000247	nm0004145
123535	tt0126817	nm0473614	nm0001140,nm0266684,nm0473614,nm0495252,nm0672459,nm0948818
123539	tt0126821	nm0308687	nm0308687
123554	tt0126839	nm0150802	nm0150802,nm0151113,nm0530865
123574	tt0126859	nm0001214	nm0001214
123584	tt0126871	nm0438029	nm1196064,nm0765166
123587	tt0126875	nm0877783	nm2583229,nm2544950,nm0829044,nm0838370
123588	tt0126876	nm0088881	nm0088881,nm0829044
123593	tt0126881	nm0391750	nm0946391
123597	tt0126886	nm0668247	nm0674909,nm0668247,nm0852591
123625	tt0126916	nm0000600	nm0787033,nm0828342
123646	tt0126938	nm0156017	nm0156017
123651	tt0126943	nm0003971	nm0003971
123671	tt0126965	nm0081514	nm0625962
123714	tt0127013	nm0167082	nm0080866,nm0167082
123722	tt0127021	nm0748906	nm0748906
123770	tt0127073	nm0035630	nm0035630
123794	tt0127099	nm0548214	nm1438125
123801	tt0127107	nm0496928	nm0547771,nm0647885
123804	tt0127110		nm0438243
123811	tt0127117	nm0496928	
123848	tt0127156	nm0001090	nm0528978
123853	tt0127161	nm0157778,nm0658234	nm0658234,nm0265473
123927	tt0127235	nm0010799	
123978	tt0127288	nm0002835	nm0002835,nm0313901,nm6258268
123986	tt0127296	nm0000777	nm0000777,nm0137075
124011	tt0127322	nm0563039	nm0442216
124037	tt0127349	nm0330360	nm0818098,nm0226889
124065	tt0127377		nm0131355
124066	tt0127378	nm0921464	nm0924896
124165	tt0127484	nm0257681	nm0119756,nm0193721
124178	tt0127497	nm0504824,nm0253392	nm0271882,nm0504824,nm0908622
124215	tt0127536	nm0001408	nm0386694
124231	tt0127552	nm0426358	nm0426358
124247	tt0127569	nm0715319,nm0772920,nm0004552,nm0483726,nm0874104,nm0637943,nm0434172,nm0295209,nm0851073	nm0518773,nm0639434,nm1989361,nm0287482,nm0140836,nm0373065,nm0330820,nm0727110,nm0398146,nm0454669,nm0012098,nm0040596,nm2987132,nm0114948,nm1333890,nm0442104,nm0470928,nm0480456,nm0547850,nm0602922,nm3379740,nm0641014,nm2663905,nm2990848,nm0905173,nm0517514,nm0148859
124298	tt0127624	nm0506597	nm0663933,nm0506597
124303	tt0127629	nm0002726	nm0503609
124314	tt0127640	nm0671060	nm0193394
124337	tt0127665	nm0227460	nm0527927
124339	tt0127667	nm0524784	nm0085806,nm0524785
124389	tt0127719	nm0319241	nm0319241,nm0168760
124392	tt0127722	nm0164187	nm1131497,nm0484907,nm0157787
124393	tt0127723	nm0438226,nm0253323	nm0438226,nm0253323
124426	tt0127758	nm0296501	nm0599844,nm0832491
124451	tt0127783	nm0655230	nm0655230
124465	tt0127797	nm0042527	nm0042527
124473	tt0127805	nm0934643,nm0648508	nm0109424
124582	tt0127917	nm0341716	nm0325406
124584	tt0127919	nm0611683	nm0931041,nm0611683,nm0261176
124603	tt0127939	nm0153699	nm0696302
124616	tt0127952	nm0054960	nm0054960
124789	tt0128133	nm0005917	nm0127321,nm0250906,nm0725305
124793	tt0128137	nm0427880	nm0951050,nm0085242
124809	tt0128154	nm0040252	nm0040252
124825	tt0128170	nm0705655	nm1351359,nm0705655
124883	tt0128234	nm0788191	nm2466594
124888	tt0128239	nm0000277	nm0629933
124894	tt0128246	nm0913764	nm0913764
124900	tt0128252	nm0900154	nm0900154
124904	tt0128257	nm0165095	nm0165095
124922	tt0128278	nm0005509	nm0224187,nm1084763
124933	tt0128290		
124972	tt0128332	nm0218547	nm0218547
124975	tt0128335	nm0233443	
125008	tt0128371	nm0814288	nm0814288
125016	tt0128380	nm0669260	nm0201186,nm0556591
125075	tt0128442	nm0001093	nm0505522,nm0002718
125076	tt0128443	nm0568224	nm0574341
125078	tt0128445	nm0027572	nm0027572,nm0005562
125105	tt0128475	nm1145059	nm0642882,nm0031080
125171	tt0128544	nm0417871	
125204	tt0128578	nm0496928	nm0261363
125227	tt0128602	nm0599021	
125232	tt0128607	nm0662436	nm0662436,nm0366148
125253	tt0128628		
125254	tt0128629		
125273	tt0128648	nm0027183	nm0712681,nm0852430,nm0833164
125355	tt0128730	nm0042527	nm0042527
125372	tt0128747	nm0032540	
125462	tt0128838	nm0783461	nm0168031,nm0795851
125476	tt0128853	nm0001188	nm0529450,nm0001188,nm0258286
125493	tt0128871	nm0455595,nm2185894	nm0191036,nm0095685,nm0561041,nm0608961,nm0669960
125606	tt0128985	nm0097899	nm0600793,nm0659760
125617	tt0128996	nm0410769	nm0358564,nm0293231
125728	tt0129111	nm0538652	nm0234502,nm0644628,nm0169271,nm0213116
125749	tt0129136	nm0162407	nm0162407,nm0434560
125769	tt0129157	nm0852023	nm0852023
125845	tt0129238	nm0782381	nm0806265
125886	tt0129280	nm0918873	nm0800319,nm0492909
125896	tt0129290	nm0001723	nm0011254,nm0616962,nm0644203
125936	tt0129332	nm0000944	nm0341372
125985	tt0129386	nm0863780	nm0863780
125995	tt0129396	nm0122236	nm0399122,nm3193092
126157	tt0129565	nm0447797	
126221	tt0129631	nm0607407	nm0607407
126247	tt0129658	nm0791899	nm0014907,nm0647838,nm0693962,nm0791899,nm0526733,nm0638256
126251	tt0129662	nm0387683	nm0387683
126260	tt0129672	nm0625680	nm0358564,nm0006256
126274	tt0129689	nm0335583	
126277	tt0129692	nm0317487,nm0583287	nm0089846
126280	tt0129695	nm0417054,nm0235852,nm0519558,nm0779830,nm0614276,nm0548533,nm0066548,nm0905718,nm0128883,nm0150707	nm0219720,nm0914709,nm0742279,nm0459350,nm0809245,nm0635260,nm0368954,nm0403913,nm0484475,nm0026968,nm0085220,nm0229638,nm0291167,nm0424243,nm0731679,nm0203491,nm0942753,nm0666806,nm0900599
126281	tt0129696	nm0705055	nm0001204,nm0867458,nm0000092,nm0001037,nm0001402,nm0001589,nm0432729,nm0421023,nm0916876,nm0111756,nm0533929,nm0225543,nm0000416,nm0492339,nm0611350,nm0629428
126351	tt0129775	nm5703030,nm0656860	nm0674518
126454	tt0129884	nm0567126	nm0567126
126477	tt0129908	nm0156047	nm0683505,nm0202190,nm0156047
126577	tt0130018	nm0134176	nm0242028,nm0007029
126632	tt0130074		nm0775617
126675	tt0130118		
126678	tt0130121	nm0538614	nm0770649,nm0002675
126728	tt0130172	nm0573732	nm0186176,nm0573732
126740	tt0130184	nm0151492	nm0151492,nm1205827,nm1782874,nm1032277
126744	tt0130188	nm0451576	nm0155009,nm0451576
126748	tt0130192	nm0089502	nm0482977,nm0568126
126763	tt0130208	nm0413465	nm0233548
126768	tt0130214	nm0330730	nm1792845,nm1802534,nm1802549
126818	tt0130267	nm0620644	nm0620644,nm0933646
126845	tt0130297	nm0311020	nm0311020
126846	tt0130298	nm0840443,nm0375155	nm0375155,nm0840443
127044	tt0130508	nm0002337	nm0002337
127052	tt0130519	nm0175126	
127062	tt0130529	nm0507503	nm0507503
127118	tt0130586	nm0175126	
127149	tt0130617	nm0229235	nm0229235
127154	tt0130623	nm0957798,nm0500343	nm0258059,nm0365666,nm0414608,nm0957798,nm0338396,nm0348356,nm0682473,nm0731271,nm1014201,nm1073262
127287	tt0130761	nm0568224	nm0569568
127316	tt0130793	nm0551187	nm0551187
127350	tt0130827	nm0878756	nm0878756
127357	tt0130834	nm0938630	nm0169225,nm0938630
127382	tt0130860	nm0678154	nm0678154,nm0899629
127563	tt0131046	nm0705675	nm0465484,nm0781349,nm0813301
127624	tt0131107	nm0264120	nm0264120
127769	tt0131260	nm0084646	nm0084646
127789	tt0131281	nm0547771	nm0193721
127803	tt0131295	nm0547771	nm0193721
127831	tt0131325	nm0000568	nm0000188
127855	tt0131349	nm0006685	nm0187994,nm0398222
127934	tt0131436	nm0552786	nm0005290,nm0235156,nm2168359
127972	tt0131474	nm0346436	nm0166018
127999	tt0131502	nm0584297	nm0584297,nm0000221,nm0822597,nm0345593,nm0557737
128005	tt0131510	nm0139539	nm0139539
128057	tt0131566	nm0213139	nm0213139,nm0498776,nm0926058
128099	tt0131613	nm1277993,nm0522436,nm0835807,nm1065514,nm0517111,nm0205621	nm0247653,nm0481990,nm0936335,nm0937747,nm2357499,nm0714184,nm0608961,nm1065514,nm0973838,nm0669960,nm0578859,nm0249134,nm0641014,nm0561026,nm0249133,nm0398144,nm1130314,nm0140170,nm0140836,nm0561041,nm0826978,nm2862098,nm0548808,nm0664632,nm0581689,nm0663328,nm0107780,nm0330820,nm0757027,nm0791183,nm0791269,nm1277993,nm0095685,nm0555601,nm0135184,nm1384637,nm0228772,nm0566407,nm0731602,nm0774792,nm0228442,nm0289062,nm0397916,nm0538842,nm2527992,nm2513142,nm0733975,nm0773919,nm2265954,nm1088303,nm1618217,nm0334671,nm0359584,nm1088324,nm0287482
128105	tt0131620	nm0532530	nm0532530
128130	tt0131646	nm0730932	nm0730932,nm0238256
128150	tt0131668	nm0520440	nm0020840,nm0086104,nm0498872
128156	tt0131674	nm0373190,nm0471560,nm0344893,nm0638679,nm0716343	nm0861728,nm0861729,nm0647690,nm0850578,nm3895832,nm1231611,nm0245166,nm1294019,nm0285459
128167	tt0131687	nm0090141,nm0369949,nm0389712,nm0805059	nm0571032,nm0805579,nm0077357,nm0810889
128182	tt0131702	nm0938282	nm0938282
128336	tt0131857	nm0001878	nm0001878,nm0516598,nm0295281,nm0942480
128349	tt0131870	nm0094217	
128374	tt0131897		
128382	tt0131905	nm0584489	
128410	tt0131934	nm0617588	nm0617588,nm0674518
128535	tt0132064	nm0102749	nm0102749
128631	tt0132165	nm0387780	nm0387780
128655	tt0132192		
128704	tt0132245	nm0001317	nm0804847,nm0845844,nm0000230
128710	tt0132251	nm0617588	nm0617588
128799	tt0132347	nm0882330	nm0193854,nm0120918
128847	tt0132396	nm0468326	nm0468326
128900	tt0132451	nm0213983	nm0139605,nm0227187
128902	tt0132453	nm0763496	nm0789737
128925	tt0132477	nm0002653	nm0382573,nm0171474
128958	tt0132512	nm0005563	nm0755312,nm0506246
129007	tt0132563	nm0776209	nm0496134,nm0011487,nm4166789,nm0118506
129069	tt0132628	nm0211108	nm0211108
129110	tt0132678	nm0226016	nm0752244,nm0226016
129308	tt0132887	nm0507162,nm0507254	
129309	tt0132888	nm0342489,nm0370047	nm0342489,nm0370047
129330	tt0132910	nm0620576	nm0639335,nm0423715
129334	tt0132914	nm0809090	nm0809090
129339	tt0132920	nm0473488	nm0583488,nm1114284
129346	tt0132927	nm0721779	nm0446948
129383	tt0132965	nm0685923	nm0727776,nm0401742
129431	tt0133014	nm0645350	nm0415848
129441	tt0133024	nm0409791	nm0442396,nm1007381,nm1065687,nm0661494
129461	tt0133046	nm0932078	nm0932078
129473	tt0133059	nm0530865	nm0530865,nm1288953
129505	tt0133093	nm0905152,nm0905154	nm0905152,nm0905154
129532	tt0133122	nm0001206	nm0317218,nm0001206,nm0957631
129561	tt0133152	nm0000318	nm0099541,nm0115310,nm0465199,nm0742797
129649	tt0133240	nm0166256,nm0615780	nm0829044,nm0166256,nm0615780,nm0972395,nm0254645,nm0744429
129665	tt0133256		nm0658249
129691	tt0133285	nm0504980	nm0150916
129699	tt0133295	nm1444468,nm0756903	nm1000474,nm0614499,nm0847177
129718	tt0133314	nm0073322	nm0073322,nm0355213,nm0512071,nm0584770,nm0860019,nm0863816
129728	tt0133324	nm0115513	nm0172741,nm0420948
129808	tt0133412	nm0054954	nm0341372
129809	tt0133413	nm0002194	nm0002194
129820	tt0133426	nm2702890	
129895	tt0133503	nm0127660	
129913	tt0133521		
129927	tt0133536	nm0185955	nm0847934
129976	tt0133586	nm0903737	
130032	tt0133643	nm0642031	nm0007082
130138	tt0133751	nm0001675	nm0917066,nm0453987,nm0932078
130225	tt0133848	nm0633394	nm0392955,nm0477515
130322	tt0133949	nm0321973	nm0241416,nm1802748,nm1802825
130325	tt0133952	nm0001880	nm0942590,nm0583675,nm0001880
130358	tt0133985	nm0380705	nm0380705
130434	tt0134062		nm0705696,nm0006241,nm0000636
130439	tt0134067	nm0468335,nm0899329	nm0918955,nm0826425,nm0458312,nm0190780,nm0314480,nm0471217,nm0941314
130455	tt0134084	nm0000127	nm0932078,nm0472567
130490	tt0134119	nm0005237	nm0383604,nm0005237
130519	tt0134149	nm0537069	nm0026153
130524	tt0134154	nm0000487	nm0940410,nm0770005
130563	tt0134195	nm0628149	nm0779059
130610	tt0134246	nm0650233	nm0385702
130626	tt0134263	nm0724724	nm0180504,nm0724724,nm0785938,nm0512603
130634	tt0134273	nm0001708	nm0001825
130652	tt0134292	nm0592991	
130680	tt0134323		
130871	tt0134528		
130912	tt0134570	nm0258007	nm0258007,nm0599021
130948	tt0134613	nm0026339	nm0026339
130953	tt0134619	nm0638354	nm0003298
130964	tt0134630	nm0001591	nm0126440
130995	tt0134664	nm0482681	nm0482681,nm0490634,nm0690931
131004	tt0134673	nm0289245	nm0031080
131011	tt0134681		nm0031080
131095	tt0134771	nm0462030	nm0559695,nm0866721
131130	tt0134806	nm0655230	nm0036313
131169	tt0134847	nm0878638	nm0923646,nm0003117,nm0878638
131205	tt0134888	nm0000465	nm0000465,nm1517434
131243	tt0134928	nm0407332	nm0407332,nm0840626
131249	tt0134934	nm0655230	
131291	tt0134983	nm0001353	nm0540532,nm0160935,nm0933276
131308	tt0135000		nm0026153,nm0646323
131328	tt0135024	nm0106924	nm0106924
131401	tt0135104	nm0326450,nm3089383,nm1088172,nm0271402,nm0668849	nm0146453,nm0291633,nm0293168,nm0318305,nm0392002,nm0326450,nm1038902,nm0942127
131481	tt0135192	nm0211487	
131655	tt0135375	nm0258007	
131799	tt0135526	nm0364963	nm0364963
131889	tt0135619	nm0313745	nm0465406
131929	tt0135659	nm0062644	nm0000175
131963	tt0135695	nm0066842	nm0066842
131965	tt0135697	nm0584778	nm0048421,nm0584778
131974	tt0135706	nm0410139	nm0903816
131975	tt0135707	nm0791140	nm3900943,nm0360775
131976	tt0135708	nm0799907	nm0000875,nm0114912,nm0187742
132035	tt0135771	nm0136025	nm0687745
132079	tt0135816	nm0484366	nm0880447,nm0484366,nm0771984,nm0928303,nm1098037
132267	tt0136013	nm0827555	
132278	tt0136024	nm0743889	
132279	tt0136025		
132403	tt0136153	nm1375981	nm2195513,nm0713587
132487	tt0136242	nm0477035	nm0311508
132594	tt0136352	nm0004363	nm0080432,nm1174579,nm0451168,nm0004363
132604	tt0136362	nm0057003	
132637	tt0136397	nm0138722	nm0138722,nm0960200
132813	tt0136578	nm0915270	nm0445827
132879	tt0136646	nm0166625	nm0253544,nm0701374
132919	tt0136690	nm0786987	nm0786987
132952	tt0136728	nm0824471	nm0824471
132956	tt0136732	nm0909196	nm6250320,nm6239948,nm6239919,nm0714475,nm0909196
132980	tt0136759	nm0824471,nm0035630	nm0824471,nm0035630
133081	tt0136864	nm3791285	
133082	tt0136865	nm0823189	
133191	tt0136981	nm0874997	nm0874997
133229	tt0137021	nm0198128	nm0041618,nm0059553,nm0800631
133241	tt0137036	nm0255783,nm0863082,nm0426863	nm1828465,nm0426863,nm0863082
133290	tt0137087	nm0345026	nm0345026,nm0528582
133301	tt0137099	nm0070661	
133302	tt0137100	nm0576559	nm0281306,nm0946575,nm0576559,nm1195250,nm4317236
133347	tt0137146	nm0010012	nm0922948
133380	tt0137180	nm0172181,nm0294583	nm0002750,nm0568861,nm0172181,nm0486454
133469	tt0137279	nm0299563	nm0172741,nm0685168
133480	tt0137290	nm0887055	nm0353318,nm0482511,nm0887055
133500	tt0137311	nm0396860	nm0228442,nm0251395,nm0436543,nm0561041,nm0581689,nm0969722,nm0733975,nm1088324,nm1080572,nm1084235
133522	tt0137334	nm0006996,nm0265954,nm0927042	nm0339211,nm0833821,nm0268915,nm0305228,nm0527581,nm0809006,nm0245736,nm0509481,nm0877701,nm0456927,nm0943832
133526	tt0137338	nm0305405	nm0488899
133550	tt0137363	nm0671210	nm0472567
133568	tt0137382	nm0148116	nm0039328
133572	tt0137386	nm0641373	nm0641373
133621	tt0137437	nm0459567	nm0241416,nm0459567,nm0677538
133677	tt0137494	nm0000750	nm0060103,nm0381110,nm0115310
133705	tt0137523	nm0000399	nm0657333,nm0880243
133712	tt0137530	nm0000465	nm0000465,nm0580931,nm0791217
133723	tt0137541	nm0134536	nm0432412
133752	tt0137571	nm0042527	
133881	tt0137703	nm0217693	nm0068871
133975	tt0137799	nm0397565	nm0135708,nm0603668,nm0791823
133988	tt0137813	nm0959774	
134000	tt0137827	nm0441325	nm0441325,nm0678646
134045	tt0137874	nm0457883	nm0457883,nm0577414,nm0617492,nm0701725,nm0839431
134086	tt0137922	nm0477515	nm1897256,nm0477515
134091	tt0137927	nm0091636	nm0000636
134159	tt0137997	nm0001241	nm0003141
134222	tt0138061	nm0122745	nm0122745,nm0068528,nm0303242,nm0761780
134229	tt0138068	nm0657484	nm0426355
134239	tt0138078	nm0259032	nm0259032,nm0807899,nm0901021
134256	tt0138097	nm0006960	nm0635565,nm0001779
134351	tt0138195		nm0000875
134455	tt0138303		
134456	tt0138304	nm0712444	nm0712444
134477	tt0138326	nm0142286	nm0001104,nm0893392
134505	tt0138357	nm0569469	
134507	tt0138359	nm0250410	nm0250410
134550	tt0138412	nm0006703	nm0351566
134551	tt0138414	nm0604284	nm0827171
134571	tt0138438		
134596	tt0138467	nm0434864	nm0625183,nm0865894
134604	tt0138475	nm0511107,nm0722551	nm0722551,nm0511107
134614	tt0138487	nm0463727	nm0100597,nm0463727,nm0731965,nm0875041
134619	tt0138493	nm0515234	nm0169465,nm0515234
134634	tt0138510	nm0281869	nm0400957,nm0586922
134641	tt0138517	nm0954912	nm0954912
134648	tt0138524	nm0001054,nm0001053	nm0709070,nm0832043,nm0738908,nm0001053,nm0001054
134658	tt0138537	nm0008917	nm0008917,nm0292579
134683	tt0138563	nm0112374	
134692	tt0138573	nm0194492	nm0051304,nm0194492
134699	tt0138581	nm0444571	nm0236279,nm0223754,nm0480879,nm0820386
134708	tt0138590	nm0728048	nm0751714
134724	tt0138606	nm0395372	nm0323153,nm0000636
134762	tt0138647	nm0327789	nm1194312,nm0327789
134782	tt0138669	nm0655230	
134810	tt0138703	nm0181741	nm0181741
134844	tt0138739	nm0362395,nm0724047	nm0008036
134852	tt0138749	nm0666802,nm0005076,nm0074426	nm0744429,nm0254645,nm0456732,nm0493857
134885	tt0138787	nm0501135	nm2217307,nm5993683
134893	tt0138797	nm0384862,nm0384863	nm0384862,nm0384863
134914	tt0138818	nm0337806	nm0316330
134955	tt0138862	nm0626409	nm0626409,nm0074350
134973	tt0138885	nm0542943	nm0542943
134997	tt0138919	nm1988172,nm0949021,nm1834193,nm2010690,nm0913860,nm0015085,nm0442828	nm0408394,nm0945348,nm1241609,nm0442828,nm0946695
135004	tt0138927	nm0075727	nm0075727
135016	tt0138946	nm0336695	nm0336695,nm0716257
135034	tt0138966	nm0781477,nm0492722,nm0792120	nm0507714,nm0695112
135035	tt0138967	nm0459602,nm0832309,nm0918465,nm0396317	nm0022530,nm0035952,nm1104038,nm1129619,nm0963343,nm1698564,nm0114180,nm0132644,nm1049642,nm0166256,nm0169712,nm0170195,nm0249133,nm0249134,nm0287986,nm0319175,nm0349966,nm1159174,nm0372466,nm0376003,nm0394447,nm1130037,nm0438446,nm0465576,nm0509511,nm0566407,nm1050211,nm0568490,nm0575293,nm1665990,nm0581613,nm0609600,nm0615780,nm1150425,nm0677215,nm0697052,nm0744793,nm0769593,nm0774792,nm0789624,nm0963386,nm1115317,nm0822586,nm0834669,nm0842391,nm0918852,nm0918857,nm0934897
135091	tt0139030	nm0414733	nm0173766,nm0742100
135110	tt0139053	nm0485637	nm0279809
135151	tt0139094	nm0003745	nm0381757
135188	tt0139134	nm0474955	nm0480166,nm0474955
135203	tt0139151	nm0000814	nm0642583
135265	tt0139216	nm0745049	nm0745049
135287	tt0139239	nm0510731	nm0041864
135380	tt0139337	nm0496928	nm0655330
135405	tt0139362	nm0158966	nm0158966
135418	tt0139376	nm0376835	nm0134519
135427	tt0139385	nm0338496	nm0338496
135430	tt0139388	nm0270090	nm0270090
135454	tt0139414	nm0591171	nm0005082
135498	tt0139462	nm0001502	nm0817023,nm0224187
135501	tt0139465	nm0681699	nm0736228,nm0383606
135522	tt0139487	nm0692415	nm0023371,nm0047290,nm0250222
135533	tt0139499	nm0936803	nm0936803
135547	tt0139515	nm0084028	nm0383605,nm0818746
135553	tt0139521		
135591	tt0139564	nm0654830	nm0354167,nm0654830,nm0888418
135607	tt0139581	nm0080191	nm0080191,nm1488278
135640	tt0139615	nm0505660	nm0505660,nm0833677,nm0812308,nm0540395,nm0931654
135678	tt0139654	nm0298807	nm0043742
135692	tt0139668	nm0000142	nm0458461,nm0343419,nm0001887,nm0771496
135703	tt0139681	nm0002194	nm0042812,nm0002194,nm1424621,nm0584952
135721	tt0139699	nm0005367	nm0407717
135758	tt0139738	nm0374658	nm1429063
135778	tt0139759	nm0057028,nm0848222	nm0103819
135792	tt0139774	nm0440391,nm0645572	nm0868066,nm2343900,nm1257846,nm12640821,nm0847503,nm1350900,nm0425061,nm2812351,nm0753218,nm1038863,nm1583621
135823	tt0139809	nm0750857	nm0303297,nm0750857,nm0148334
135885	tt0139874	nm0238621	nm0789698
135944	tt0139935	nm0169871,nm0036048	
136271	tt0140276	nm0530969	nm0374843,nm0530969
136277	tt0140282	nm0455394	nm0455394,nm0313530
136331	tt0140340	nm0193303	nm0278277,nm0376967
136337	tt0140347	nm0770522	nm0802172
136342	tt0140352	nm0000520	nm0107493,nm0744839,nm0000520
136365	tt0140376	nm0691294	nm0155009,nm0464440
136368	tt0140379	nm0001355	nm0000636,nm0001355
136373	tt0140384	nm0557945	nm0708835,nm0794221
136385	tt0140397	nm0001410	nm0001410
136430	tt0140447	nm0578757	nm0104581,nm0466122,nm0302437
136498	tt0140519	nm0533145	nm0110805,nm0449246
136559	tt0140587	nm0227822	nm0227822
136566	tt0140594	nm0258066	nm0323945,nm0832099,nm0807347
136571	tt0140600	nm0548533	nm0895995
136638	tt0140669	nm0687745	nm2516808,nm2521159
136697	tt0140732	nm0235465,nm2526984,nm2868658,nm5056845	
136716	tt0140751	nm0523310	nm0465588,nm0006809
136733	tt0140769	nm0273084,nm0999522,nm0754474	nm0763644,nm0130640,nm0305322,nm0895693
136759	tt0140796	nm0552954	nm0225235,nm0848496,nm0578850
136844	tt0140883	nm0573732	nm0536440,nm0449246
136849	tt0140888	nm0758574	nm0077094,nm0138676,nm0758574
137052	tt0141098	nm0400486	nm0492909
